label_value,score,Act1,Act2,Act3,Act4,Act5,Act6,Act7,Act8,Act9,Act10,gender_cat,citizen_cat,age_group,german_speaking_cat,religious_cat
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A01,A10,T,T,45-64,F,T
0,0,A08,A12,A11,A03,A06,A05,A02,A07,A01,A01,F,T,65+,F,F
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A01,A10,T,F,65+,F,F
1,1,A08,A12,A11,A03,A05,A07,A09,A01,A04,A10,T,T,45-64,T,F
0,0,A08,A12,A03,A11,A06,A05,A07,A09,A01,A01,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A04,A04,T,T,45-64,F,F
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A04,T,F,30-44,F,T
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A01,A10,T,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A09,A07,A02,A01,A04,F,F,45-64,F,T
1,1,A08,A12,A03,A11,A05,A02,A07,A04,A01,A10,T,T,30-44,F,T
1,0,A08,A12,A03,A11,A05,A09,A02,A07,A01,A01,T,F,30-44,T,T
1,1,A08,A12,A03,A11,A05,A07,A02,A09,A04,A04,T,T,45-64,F,F
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A07,A02,A04,A04,T,T,45-64,T,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,F,T,30-44,T,T
1,1,A08,A12,A11,A03,A05,A02,A09,A07,A04,A04,F,T,30-44,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A01,A04,A10,T,T,30-44,F,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,T,T,30-44,T,F
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A01,A04,F,T,45-64,F,F
1,1,A08,A12,A03,A11,A06,A05,A07,A02,A01,A04,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A04,A04,T,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A02,A09,A07,A04,A01,F,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,T,T,45-64,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,T,F,30-44,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,T,T,30-44,F,F
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A04,A04,F,F,45-64,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,T,F,45-64,F,F
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,F,T,45-64,F,T
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A04,A04,T,F,65+,F,F
0,0,A08,A12,A11,A03,A06,A05,A09,A07,A01,A01,F,F,65+,T,F
0,0,A08,A12,A11,A03,A06,A05,A02,A07,A01,A01,F,T,30-44,F,F
1,0,A08,A12,A11,A03,A05,A07,A09,A02,A01,A04,T,F,30-44,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A04,A04,T,T,30-44,T,T
0,1,A08,A12,A03,A11,A06,A05,A02,A07,A04,A01,T,F,45-64,T,T
0,0,A08,A12,A11,A03,A05,A02,A07,A01,A04,A01,F,T,30-44,F,T
1,1,A08,A12,A03,A11,A05,A07,A02,A09,A01,A04,F,F,45-64,F,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A10,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A06,A05,A02,A07,A01,A04,F,F,45-64,F,T
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A01,A10,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,T,T,30-44,F,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,T,T,45-64,T,F
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A04,A01,T,F,45-64,T,F
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A01,T,T,45-64,T,F
1,1,A08,A12,A03,A11,A06,A05,A07,A02,A04,A04,F,F,45-64,T,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,T,F,30-44,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A09,A07,A04,T,F,30-44,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,T,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,T,F,30-44,T,T
1,1,A08,A12,A03,A11,A05,A07,A02,A01,A04,A10,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,T,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A02,A09,A07,A04,A01,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A05,A09,A02,A07,A04,A04,F,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A02,A09,A01,A04,T,T,30-44,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,F,F,65+,F,T
1,1,A08,A12,A03,A11,A05,A02,A09,A07,A04,A04,F,T,30-44,T,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,T,T,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A02,A07,A01,A04,F,T,30-44,F,T
0,0,A08,A12,A03,A11,A06,A05,A07,A09,A01,A01,T,T,30-44,F,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,T,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,T,T,45-64,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,F,F,30-44,T,T
1,1,A08,A12,A03,A11,A05,A02,A07,A09,A04,A01,F,T,45-64,T,T
0,0,A08,A12,A11,A03,A06,A05,A02,A07,A01,A01,F,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A02,A07,A09,A04,A01,T,T,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A04,T,T,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A04,A04,T,F,45-64,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,F,T,45-64,T,F
0,0,A08,A12,A11,A03,A06,A05,A07,A09,A01,A01,F,T,65+,F,F
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A01,A10,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A01,T,F,65+,T,T
0,0,A08,A12,A11,A03,A06,A05,A07,A02,A01,A01,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A01,F,F,45-64,T,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,F,T,45-64,T,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,F,T,30-44,F,T
1,1,A08,A12,A11,A03,A05,A02,A07,A01,A04,A10,F,F,45-64,T,F
1,1,A08,A12,A03,A11,A05,A09,A07,A02,A01,A04,F,F,45-64,T,F
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A01,A10,F,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A01,A10,F,F,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A04,A01,F,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A09,A02,A07,A01,A04,F,T,45-64,T,T
0,1,A08,A12,A11,A03,A06,A05,A07,A02,A01,A04,T,T,45-64,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A01,A10,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A01,A10,T,T,30-44,T,F
1,0,A08,A12,A11,A03,A05,A07,A09,A02,A01,A04,F,T,45-64,T,T
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A01,A04,T,T,45-64,F,T
0,1,A08,A12,A11,A03,A06,A05,A07,A09,A01,A04,F,T,65+,F,F
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A01,A04,T,T,65+,F,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,F,T,45-64,T,T
1,0,A08,A12,A11,A03,A06,A05,A02,A07,A09,A01,F,F,45-64,F,T
0,1,A08,A12,A03,A11,A06,A05,A09,A07,A01,A04,F,F,65+,T,F
1,1,A08,A12,A11,A03,A06,A05,A02,A07,A01,A04,F,T,45-64,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A04,T,F,45-64,T,T
1,0,A08,A12,A03,A11,A05,A07,A02,A09,A01,A01,F,F,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A01,A04,F,F,65+,T,T
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A01,T,F,45-64,F,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,T,T,30-44,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A01,A04,A10,T,F,45-64,T,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,T,T,65+,T,F
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A01,A04,T,T,45-64,F,T
0,0,A08,A12,A03,A11,A06,A05,A09,A07,A01,A01,F,T,65+,T,T
1,1,A08,A12,A11,A03,A05,A07,A02,A01,A04,A10,T,T,45-64,T,F
1,0,A08,A12,A03,A11,A06,A05,A07,A02,A09,A01,T,F,45-64,F,F
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,T,F,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A04,A04,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A04,A01,T,T,45-64,T,F
0,0,A08,A12,A03,A11,A06,A05,A07,A09,A01,A01,T,T,30-44,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A04,A04,T,F,45-64,F,F
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A01,A10,F,T,65+,T,F
1,1,A08,A12,A11,A03,A06,A05,A07,A02,A04,A04,T,F,45-64,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A01,A10,F,F,45-64,F,F
1,1,A08,A12,A11,A03,A05,A02,A09,A07,A04,A04,T,T,30-44,T,F
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A04,A10,F,F,30-44,T,T
1,1,A08,A12,A03,A11,A05,A07,A02,A01,A04,A10,T,F,45-64,F,T
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,F,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A02,A04,A04,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A01,A04,A10,T,F,45-64,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,F,T,45-64,F,T
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A01,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,T,T,45-64,T,F
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A04,A01,F,T,45-64,T,T
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A04,T,T,30-44,F,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,T,T,45-64,F,F
1,0,A08,A12,A11,A03,A06,A05,A09,A07,A04,A01,F,T,45-64,F,F
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A02,A04,T,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A10,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A01,A04,A10,T,T,30-44,T,T
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A01,A04,F,F,65+,T,T
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A01,A04,T,F,45-64,T,F
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,F,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A02,A09,A04,A04,F,T,45-64,F,T
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A04,A01,T,T,45-64,T,F
1,1,A08,A12,A11,A03,A05,A07,A02,A01,A04,A10,F,T,30-44,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,T,F,45-64,F,T
1,1,A08,A12,A11,A03,A05,A02,A07,A01,A04,A10,T,T,30-44,T,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A01,A10,F,T,45-64,F,F
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,T,T,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A01,A04,T,F,45-64,T,T
1,1,A08,A12,A11,A03,A05,A02,A07,A09,A01,A04,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A04,A10,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,T,F,30-44,T,T
1,1,A08,A12,A11,A03,A05,A07,A02,A01,A04,A10,F,T,45-64,F,T
0,0,A08,A12,A03,A11,A05,A09,A02,A07,A01,A01,F,F,30-44,F,F
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,F,T,45-64,F,T
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A01,A10,T,F,45-64,T,F
1,1,A08,A12,A11,A03,A05,A02,A09,A07,A01,A04,T,T,30-44,T,F
1,1,A08,A12,A11,A03,A05,A07,A09,A02,A04,A04,F,F,45-64,T,T
1,1,A08,A12,A11,A03,A06,A05,A07,A02,A09,A04,T,T,45-64,T,T
1,0,A08,A12,A11,A03,A06,A05,A02,A07,A09,A01,T,T,45-64,F,F
1,1,A08,A12,A11,A03,A05,A07,A09,A02,A04,A04,F,F,65+,T,F
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A04,A10,T,F,45-64,F,F
1,0,A08,A12,A03,A11,A06,A05,A07,A02,A04,A01,F,F,45-64,F,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A10,T,T,30-44,F,T
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A01,A04,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,F,F,30-44,T,T
1,1,A08,A12,A11,A03,A05,A07,A09,A01,A04,A10,T,T,30-44,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,F,T,65+,F,T
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,F,F,45-64,F,F
1,1,A08,A12,A03,A11,A05,A02,A07,A04,A04,A10,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A01,A04,A10,F,F,30-44,F,F
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A04,A01,F,T,45-64,T,F
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A01,A10,T,T,30-44,T,F
1,1,A08,A12,A11,A03,A06,A05,A07,A02,A01,A04,F,T,45-64,T,F
1,1,A08,A12,A03,A11,A05,A02,A09,A07,A04,A01,T,T,30-44,T,T
1,1,A08,A12,A03,A11,A06,A05,A07,A02,A01,A04,T,F,30-44,T,F
1,1,A08,A12,A03,A11,A06,A05,A07,A02,A09,A04,F,F,45-64,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A01,A10,F,T,30-44,F,T
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,T,T,45-64,F,F
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,T,F,30-44,F,F
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,T,F,30-44,T,T
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A01,A04,T,F,65+,F,T
1,1,A08,A12,A03,A11,A05,A07,A02,A01,A04,A10,T,F,45-64,F,T
0,0,A08,A12,A11,A03,A06,A05,A07,A02,A01,A01,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,T,T,18-29,T,F
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A04,A01,T,F,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A07,A02,A04,A04,F,T,30-44,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,F,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,T,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A02,A09,A04,A04,F,T,30-44,F,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A10,F,T,45-64,F,T
1,1,A08,A12,A11,A03,A06,A05,A02,A07,A04,A01,T,F,30-44,F,T
1,1,A08,A12,A03,A11,A05,A09,A02,A07,A04,A04,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,F,T,45-64,T,F
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,F,F,45-64,T,F
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,F,T,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A01,A04,T,T,30-44,T,F
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A04,A04,T,T,45-64,F,F
1,1,A08,A12,A03,A11,A05,A02,A07,A04,A04,A10,T,F,45-64,F,F
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,T,T,30-44,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,F,T,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A04,A04,T,F,30-44,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A01,A04,A10,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,F,T,30-44,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,T,F,45-64,F,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A01,T,F,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A04,A04,F,T,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A07,A02,A04,A01,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,T,T,45-64,T,F
1,1,A08,A12,A03,A11,A05,A02,A07,A04,A04,A10,T,T,45-64,F,T
1,1,A08,A12,A03,A11,A06,A05,A02,A09,A07,A01,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A06,A05,A02,A07,A04,A01,F,F,30-44,F,T
1,1,A08,A12,A11,A03,A06,A05,A07,A02,A04,A01,F,F,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A01,A04,F,T,45-64,F,F
1,1,A08,A12,A03,A11,A06,A05,A07,A02,A09,A04,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A09,A07,A04,T,T,30-44,T,F
1,1,A08,A12,A11,A03,A05,A07,A09,A01,A04,A10,T,F,45-64,T,F
0,1,A08,A12,A11,A03,A05,A07,A09,A02,A01,A01,T,F,45-64,T,T
1,0,A08,A12,A03,A11,A06,A05,A07,A02,A04,A01,F,F,45-64,F,T
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A04,A04,F,F,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A04,A04,T,F,45-64,F,F
1,1,A08,A12,A03,A11,A05,A07,A02,A01,A04,A10,F,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A09,A01,A04,A10,T,T,30-44,T,F
0,0,A08,A12,A03,A11,A06,A05,A09,A07,A01,A01,T,F,45-64,F,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,T,T,65+,F,F
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A01,A10,T,F,30-44,T,F
1,1,A08,A12,A11,A03,A06,A05,A02,A07,A04,A04,T,T,30-44,F,F
1,1,A08,A12,A11,A03,A06,A05,A07,A02,A04,A04,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A02,A01,A04,T,T,30-44,F,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,T,T,45-64,T,T
0,0,A08,A12,A03,A11,A05,A02,A07,A09,A01,A01,F,T,30-44,F,T
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A01,A04,F,F,30-44,F,F
1,1,A08,A12,A03,A11,A06,A05,A07,A02,A01,A04,T,T,45-64,T,T
0,0,A08,A12,A11,A03,A06,A05,A07,A09,A01,A01,F,T,45-64,T,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,T,T,45-64,F,F
1,1,A08,A12,A11,A03,A06,A05,A02,A09,A07,A04,T,T,30-44,F,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A01,A10,T,T,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A01,A04,T,T,65+,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,F,T,30-44,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,F,F,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A02,A01,A04,A10,F,F,30-44,T,F
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A04,A04,T,F,45-64,F,F
0,0,A08,A12,A11,A03,A06,A05,A07,A09,A01,A01,F,T,45-64,F,T
0,0,A08,A12,A11,A03,A06,A05,A07,A02,A01,A01,F,T,45-64,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A02,A07,A01,A04,A10,F,F,45-64,F,T
0,0,A08,A12,A11,A03,A06,A05,A02,A09,A07,A01,F,F,65+,T,F
0,0,A08,A12,A03,A11,A06,A05,A07,A02,A01,A01,F,F,45-64,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A02,A04,A01,T,F,65+,T,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,T,F,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A02,A04,A04,A10,T,T,65+,T,T
1,1,A08,A12,A03,A11,A05,A02,A07,A09,A04,A04,F,T,45-64,T,F
1,0,A08,A12,A03,A11,A05,A07,A02,A09,A04,A01,T,F,45-64,F,T
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A04,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A02,A04,F,T,30-44,F,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A01,A10,T,T,30-44,F,F
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A10,F,T,30-44,F,T
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,F,T,30-44,T,F
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A04,A04,F,T,30-44,F,F
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A04,A01,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A04,A04,F,F,30-44,F,F
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A01,A04,T,F,45-64,F,F
0,0,A08,A12,A03,A11,A06,A05,A07,A02,A01,A01,T,F,45-64,T,T
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,T,T,30-44,T,T
0,0,A08,A12,A03,A11,A05,A02,A09,A07,A01,A01,T,T,30-44,T,T
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,T,F,45-64,F,T
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A01,A04,T,T,30-44,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,T,F,45-64,T,F
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,T,F,30-44,T,T
1,1,A08,A12,A03,A11,A06,A05,A07,A02,A09,A04,T,T,30-44,F,T
1,1,A08,A12,A03,A11,A05,A07,A02,A01,A04,A10,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,F,T,65+,T,T
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A01,A04,F,F,65+,F,T
1,0,A08,A12,A11,A03,A06,A05,A09,A07,A04,A01,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A09,A01,A04,A10,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A04,A10,F,F,45-64,F,F
1,1,A08,A12,A11,A03,A06,A05,A07,A02,A04,A01,T,T,65+,T,F
1,1,A08,A12,A11,A03,A05,A07,A02,A09,A04,A01,F,T,45-64,F,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,T,T,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A01,A04,F,T,30-44,F,T
